user_id,openness,extraversion,agreeableness,conscientiousness,neuroticism,personality_label
U0111,0,0,0,0,0,Adventurous and curious
U0112,0,0,0,0,0,Adventurous and curious
U0113,6,7,0,0,0,Creative Explorer
U0114,3,3,0,0,0,Adventurous and curious
U0115,3,4,0,0,0,Creative Explorer
U0116,1,2,0,0,0,Creative Explorer
U0117,1,2,0,0,0,Creative Explorer
U0118,1,2,0,0,0,Creative Explorer
U0119,1,1,0,0,0,Adventurous and curious
U0120,2,5,0,0,0,Creative Explorer
U0121,2,2,0,0,0,Adventurous and curious
U0122,2,2,0,0,0,Adventurous and curious
U0123,1,1,0,0,0,Adventurous and curious
U0124,5,5,0,2,1,Adventurous and curious
U0125,1,5,0,0,0,Creative Explorer
U0126,1,1,0,0,0,Adventurous and curious
U0127,1,1,0,0,0,Adventurous and curious
U0128,2,2,0,0,0,Adventurous and curious
U0129,1,1,0,0,0,Adventurous and curious
U0130,1,1,0,0,0,Adventurous and curious
U0131,1,2,0,0,0,Creative Explorer
U0132,2,5,0,0,0,Creative Explorer
U0133,1,1,0,0,0,Adventurous and curious
U0134,2,3,0,0,0,Creative Explorer
U0135,1,2,0,0,0,Creative Explorer
U0136,4,4,0,0,0,Adventurous and curious
U0137,1,5,0,0,0,Creative Explorer
U0138,1,3,0,0,0,Creative Explorer
U0139,2,2,0,0,0,Adventurous and curious
U0140,2,3,0,0,0,Creative Explorer
U0141,3,3,0,0,0,Adventurous and curious
U0142,6,7,0,0,0,Creative Explorer
U0143,4,3,0,0,0,Adventurous and curious
U0144,2,2,0,0,0,Adventurous and curious
U0145,2,2,0,0,0,Adventurous and curious
U0146,3,3,0,0,0,Adventurous and curious
U0147,8,9,0,0,0,Creative Explorer
U0148,2,2,0,0,0,Adventurous and curious
U0149,3,4,0,0,0,Creative Explorer
U0150,5,5,0,0,0,Adventurous and curious
U0151,2,3,0,0,0,Creative Explorer
U0152,2,2,0,0,0,Adventurous and curious
U0153,2,2,0,1,0,Adventurous and curious
U0154,4,5,0,0,0,Creative Explorer
U0155,2,2,0,0,0,Adventurous and curious
U0156,2,4,0,0,0,Creative Explorer
U0157,2,2,0,0,0,Adventurous and curious
U0158,2,2,0,0,0,Adventurous and curious
U0159,2,3,0,0,0,Creative Explorer
U0160,3,3,0,0,0,Adventurous and curious
U0161,4,6,0,0,0,Creative Explorer
U0162,0,0,0,0,0,Adventurous and curious
U0163,2,2,0,0,0,Adventurous and curious
U0164,0,0,0,0,0,Adventurous and curious
U0165,3,3,0,0,0,Adventurous and curious
U0166,4,4,0,0,0,Adventurous and curious
U0167,2,2,0,0,0,Adventurous and curious
U0168,3,3,0,0,0,Adventurous and curious
U0169,4,5,0,0,0,Creative Explorer
U0170,2,2,0,0,0,Adventurous and curious
U0171,2,2,0,0,0,Adventurous and curious
U0172,2,3,0,0,0,Creative Explorer
U0173,2,2,0,0,0,Adventurous and curious
U0174,2,3,0,0,0,Creative Explorer
U0175,4,5,0,0,0,Creative Explorer
U0176,5,6,0,0,0,Creative Explorer
U0177,3,3,0,0,0,Adventurous and curious
U0178,2,2,0,0,0,Adventurous and curious
U0179,6,6,0,0,0,Adventurous and curious
U0180,2,2,0,0,0,Adventurous and curious
U0181,0,0,0,0,0,Adventurous and curious
U0182,1,2,0,0,0,Creative Explorer
U0183,1,3,0,0,0,Creative Explorer
U0184,7,9,0,0,0,Creative Explorer
U0185,6,7,0,0,0,Creative Explorer
U0186,2,3,0,0,0,Creative Explorer
U0187,3,2,0,0,0,Adventurous and curious
U0188,4,5,0,0,0,Creative Explorer
U0189,6,8,0,1,1,Creative Explorer
U0190,2,5,1,0,1,Creative Explorer
U0191,1,2,0,0,0,Creative Explorer
U0192,1,4,0,0,0,Creative Explorer
U0193,3,5,0,0,0,Creative Explorer
U0194,3,3,0,0,0,Adventurous and curious
U0195,2,3,0,0,0,Creative Explorer
U0196,2,2,0,0,0,Adventurous and curious
U0197,1,2,0,0,0,Creative Explorer
U0198,3,3,0,0,0,Adventurous and curious
U0199,3,3,0,0,0,Adventurous and curious
U0200,3,5,0,0,0,Creative Explorer
U0201,3,3,0,0,0,Adventurous and curious
U0202,3,3,0,0,0,Adventurous and curious
U0203,1,1,0,0,0,Adventurous and curious
U0204,4,4,0,0,0,Adventurous and curious
U0205,2,2,0,0,0,Adventurous and curious
U0206,2,3,0,0,0,Creative Explorer
U0207,1,1,0,0,0,Adventurous and curious
U0208,3,3,0,0,0,Adventurous and curious
U0209,3,3,0,0,0,Adventurous and curious
U0210,3,4,0,0,0,Creative Explorer
U0211,1,1,0,0,0,Adventurous and curious
U0212,2,2,0,0,0,Adventurous and curious
U0213,1,2,0,0,0,Creative Explorer
U0214,4,5,0,0,0,Creative Explorer
U0215,1,1,0,0,0,Adventurous and curious
U0216,3,4,0,0,0,Creative Explorer
U0217,2,3,0,0,0,Creative Explorer
U0218,3,2,0,0,0,Adventurous and curious
U0219,0,0,0,0,0,Adventurous and curious
U0220,3,3,0,0,0,Adventurous and curious
U0221,5,7,0,0,0,Creative Explorer
U0222,3,5,0,0,0,Creative Explorer
U0223,1,2,0,0,0,Creative Explorer
U0224,0,1,0,0,0,Creative Explorer
U0225,1,5,0,0,0,Creative Explorer
U0226,1,2,0,0,0,Creative Explorer
U0227,3,4,0,1,1,Creative Explorer
U0228,2,3,0,0,0,Creative Explorer
U0229,1,2,0,0,0,Creative Explorer
U0230,2,5,0,0,0,Creative Explorer
U0231,1,2,0,0,0,Creative Explorer
U0232,3,5,0,1,1,Creative Explorer
U0233,1,2,0,0,0,Creative Explorer
U0234,1,2,0,0,0,Creative Explorer
U0235,1,3,0,0,0,Creative Explorer
U0236,1,2,0,0,0,Creative Explorer
U0237,1,2,0,0,0,Creative Explorer
U0238,3,5,0,3,1,"Influencer Type and sociability, energy from others"
U0239,1,2,0,1,0,"Influencer Type and sociability, energy from others"
U0240,1,2,0,0,0,Creative Explorer
U0241,1,2,0,0,0,Creative Explorer
U0242,1,3,0,0,0,Creative Explorer
U0243,2,1,0,0,0,Adventurous and curious
U0244,0,1,0,0,0,Creative Explorer
U0245,4,5,0,0,0,Creative Explorer
U0246,2,1,0,0,0,Adventurous and curious
U0247,0,0,0,0,0,Adventurous and curious
U0248,0,0,0,0,0,Adventurous and curious
U0249,2,4,0,0,0,Creative Explorer
U0250,3,5,0,0,0,Creative Explorer
U0251,1,3,0,0,0,Creative Explorer
U0252,0,2,0,0,0,Creative Explorer
U0253,1,4,0,0,0,Creative Explorer
U0254,1,2,0,0,0,Creative Explorer
U0255,2,5,0,1,1,Creative Explorer
U0256,1,4,0,0,0,Creative Explorer
U0257,0,1,0,0,0,Creative Explorer
U0258,0,1,0,1,0,"Influencer Type and sociability, energy from others"
U0259,0,3,0,0,0,Creative Explorer
U0260,0,2,0,0,0,Creative Explorer
U0261,0,2,0,1,0,"Influencer Type and sociability, energy from others"
U0262,2,5,0,0,0,Creative Explorer
U0263,1,4,0,0,0,Creative Explorer
U0264,2,5,0,0,0,Creative Explorer
U0265,1,5,0,0,0,Creative Explorer
U0266,0,0,0,0,0,Adventurous and curious
U0267,0,5,1,0,0,"Influencer Type and sociability, energy from others"
U0268,0,0,0,0,0,Adventurous and curious
U0269,1,6,1,0,0,Creative Explorer
U0270,0,2,0,0,0,Creative Explorer
U0271,1,1,0,0,0,Adventurous and curious
U0272,0,0,0,0,0,Adventurous and curious
U0273,5,6,0,0,0,Creative Explorer
U0274,3,3,0,0,0,Adventurous and curious
U0275,1,1,0,0,0,Adventurous and curious
U0276,2,2,0,0,0,Adventurous and curious
U0277,1,2,0,0,0,Creative Explorer
U0278,2,2,0,0,0,Adventurous and curious
U0279,2,3,0,0,0,Creative Explorer
U0280,3,5,0,0,0,Creative Explorer
U0281,1,1,0,0,0,Adventurous and curious
U0282,1,1,0,0,0,Adventurous and curious
U0283,3,4,0,0,0,Creative Explorer
U0284,2,3,0,0,0,Creative Explorer
U0285,3,5,0,0,0,Creative Explorer
U0286,2,4,0,0,0,Creative Explorer
U0287,2,2,0,0,0,Adventurous and curious
U0288,3,3,0,0,0,Adventurous and curious
U0289,4,4,0,0,0,Adventurous and curious
U0290,3,3,0,0,0,Adventurous and curious
U0291,1,1,0,0,0,Adventurous and curious
U0292,2,3,0,0,0,Creative Explorer
U0293,2,2,0,0,0,Adventurous and curious
U0294,2,3,0,0,0,Creative Explorer
U0295,2,4,0,0,0,Creative Explorer
U0296,1,2,0,0,0,Creative Explorer
U0297,0,0,0,0,0,Adventurous and curious
U0298,3,4,0,1,1,Creative Explorer
U0299,2,3,0,0,0,Creative Explorer
U0300,3,4,0,0,0,Creative Explorer
U0301,0,0,0,0,0,Adventurous and curious
U0302,2,2,0,0,0,Adventurous and curious
U0303,4,5,0,0,0,Creative Explorer
U0304,6,6,0,0,0,Adventurous and curious
U0305,6,7,0,0,0,Creative Explorer
U0306,1,2,0,0,0,Creative Explorer
U0307,1,3,0,0,0,Creative Explorer
U0308,1,2,0,0,0,Creative Explorer
U0309,1,2,0,0,0,Creative Explorer
U0310,1,2,0,0,0,Creative Explorer
U0311,2,2,0,0,0,Adventurous and curious
U0312,5,6,0,0,0,Creative Explorer
U0313,1,2,0,0,0,Creative Explorer
U0314,1,2,0,0,0,Creative Explorer
U0315,4,6,0,0,0,Creative Explorer
U0316,1,2,0,0,0,Creative Explorer
U0317,4,2,0,2,0,Adventurous and curious
U0318,3,6,0,0,0,Creative Explorer
U0319,3,8,0,0,0,Creative Explorer
U0320,1,4,1,0,1,"Influencer Type and sociability, energy from others"
U0321,2,3,0,0,0,Creative Explorer
U0322,3,8,0,0,0,Creative Explorer
U0323,5,2,0,1,1,Adventurous and curious
U0324,3,3,1,0,1,Adventurous and curious
U0325,4,4,0,0,0,Adventurous and curious
U0326,3,8,0,0,0,Creative Explorer
U0327,6,3,0,0,0,Adventurous and curious
U0328,3,8,0,0,0,Creative Explorer
U0329,8,5,1,2,1,Adventurous and curious
U0330,2,7,0,0,0,Creative Explorer
U0331,1,2,0,0,0,Creative Explorer
U0332,3,2,0,0,0,Adventurous and curious
U0333,2,4,0,0,0,Creative Explorer
U0334,1,4,0,0,0,Creative Explorer
U0335,2,5,0,0,0,Creative Explorer
U0336,1,2,0,0,0,Creative Explorer
U0337,8,3,0,0,0,Adventurous and curious
U0338,3,4,0,0,0,Creative Explorer
U0339,5,6,0,0,0,Creative Explorer
U0340,1,5,0,1,1,Creative Explorer
U0341,2,2,0,5,1,Highly Motivated
U0342,3,4,0,1,1,Creative Explorer
U0343,4,6,0,0,0,Creative Explorer
U0344,2,7,0,0,0,Creative Explorer
U0345,2,0,0,0,0,Adventurous and curious
U0346,4,4,0,0,0,Adventurous and curious
U0347,1,0,0,0,0,Adventurous and curious
U0348,2,0,0,0,0,Adventurous and curious
U0349,2,1,0,0,0,Adventurous and curious
U0350,1,0,0,0,0,Adventurous and curious
U0351,2,0,0,0,0,Adventurous and curious
U0352,1,0,0,0,0,Adventurous and curious
U0353,2,4,1,0,1,Creative Explorer
U0354,2,0,0,0,0,Adventurous and curious
U0355,3,0,0,0,0,Adventurous and curious
U0356,2,0,0,0,0,Adventurous and curious
U0357,0,1,0,0,0,Creative Explorer
U0358,2,0,0,1,0,Adventurous and curious
U0359,2,0,0,0,0,Adventurous and curious
U0360,4,1,0,2,1,Adventurous and curious
U0361,0,0,0,0,0,Adventurous and curious
U0362,1,5,1,3,1,"Influencer Type and sociability, energy from others"
U0363,0,0,0,0,0,Adventurous and curious
U0364,0,1,0,0,0,Creative Explorer
U0365,0,0,0,0,0,Adventurous and curious
U0366,0,0,0,0,0,Adventurous and curious
U0367,0,0,0,2,0,Balanced Personality
U0368,3,0,0,1,1,Adventurous and curious
U0369,0,0,0,0,0,Adventurous and curious
U0370,7,2,0,2,1,Adventurous and curious
U0371,0,3,0,0,0,Creative Explorer
U0372,0,1,0,1,0,"Influencer Type and sociability, energy from others"
U0373,1,5,0,0,0,Creative Explorer
U0374,0,0,0,1,0,Balanced Personality
U0375,1,1,0,0,0,Adventurous and curious
U0376,3,1,0,0,0,Adventurous and curious
U0377,3,1,0,0,0,Adventurous and curious
U0378,1,1,0,0,0,Adventurous and curious
U0379,1,1,0,0,0,Adventurous and curious
U0380,1,1,0,0,0,Adventurous and curious
U0381,1,1,0,0,0,Adventurous and curious
U0382,1,1,0,0,0,Adventurous and curious
U0383,3,1,0,0,0,Adventurous and curious
U0384,1,1,0,0,0,Adventurous and curious
U0385,1,1,0,0,0,Adventurous and curious
U0386,4,6,0,0,0,Creative Explorer
U0387,1,2,0,0,0,Creative Explorer
U0388,2,1,0,0,0,Adventurous and curious
U0389,2,1,1,0,0,Adventurous and curious
U0390,1,1,0,0,0,Adventurous and curious
U0391,1,1,0,0,0,Adventurous and curious
U0392,1,2,0,0,0,Creative Explorer
U0393,3,1,0,0,0,Adventurous and curious
U0394,1,1,0,0,0,Adventurous and curious
U0395,1,1,0,0,0,Adventurous and curious
U0396,1,1,0,0,0,Adventurous and curious
U0397,1,1,0,0,0,Adventurous and curious
U0398,3,1,0,0,0,Adventurous and curious
U0399,2,1,0,0,0,Adventurous and curious
U0400,1,1,0,0,0,Adventurous and curious
U0401,2,1,0,0,0,Adventurous and curious
U0402,1,1,1,0,1,Adventurous and curious
U0403,2,0,0,0,0,Adventurous and curious
U0404,2,5,1,0,1,Creative Explorer
U0405,2,2,0,0,0,Adventurous and curious
U0406,1,0,0,0,0,Adventurous and curious
U0407,2,0,0,0,0,Adventurous and curious
U0408,1,0,0,0,0,Adventurous and curious
U0409,1,1,0,1,0,Adventurous and curious
U0410,1,0,0,0,0,Adventurous and curious
U0411,1,2,0,0,0,Creative Explorer
U0412,1,0,0,0,0,Adventurous and curious
U0413,1,0,0,0,0,Adventurous and curious
U0414,2,3,1,0,1,"Influencer Type and sociability, energy from others"
U0415,1,0,0,0,0,Adventurous and curious
U0416,1,2,1,0,1,"Influencer Type and sociability, energy from others"
U0417,2,0,0,0,0,Adventurous and curious
U0418,1,1,1,0,1,Adventurous and curious
U0419,3,3,2,0,2,Adventurous and curious
U0420,1,1,1,0,1,Adventurous and curious
U0421,1,1,0,0,0,Adventurous and curious
U0422,1,3,3,0,3,"Influencer Type and sociability, energy from others"
U0423,1,0,0,0,0,Adventurous and curious
U0424,3,2,0,0,0,Adventurous and curious
U0425,1,1,0,0,0,Adventurous and curious
U0426,1,1,0,0,0,Adventurous and curious
U0427,1,1,0,0,0,Adventurous and curious
U0428,1,1,0,0,0,Adventurous and curious
U0429,4,2,0,0,0,Adventurous and curious
U0430,1,1,0,0,0,Adventurous and curious
U0431,1,1,0,0,0,Adventurous and curious
U0432,2,1,0,0,0,Adventurous and curious
U0433,2,1,0,0,0,Adventurous and curious
U0434,2,1,0,0,0,Adventurous and curious
U0435,2,1,0,0,0,Adventurous and curious
U0436,1,1,0,0,0,Adventurous and curious
U0437,0,0,0,0,0,Adventurous and curious
U0438,1,1,0,0,0,Adventurous and curious
U0439,2,1,0,0,0,Adventurous and curious
U0440,3,1,0,0,0,Adventurous and curious
U0441,5,1,0,1,1,Adventurous and curious
U0442,2,1,0,0,0,Adventurous and curious
U0443,1,1,0,0,0,Adventurous and curious
U0444,2,1,0,0,0,Adventurous and curious
U0445,2,2,0,0,0,Adventurous and curious
U0446,1,1,0,0,0,Adventurous and curious
U0447,1,1,0,0,0,Adventurous and curious
U0448,1,1,0,0,0,Adventurous and curious
U0449,1,1,0,0,0,Adventurous and curious
U0450,3,1,0,0,0,Adventurous and curious
U0451,2,2,0,0,0,Adventurous and curious
U0452,2,4,0,0,0,Creative Explorer
U0453,2,0,0,0,0,Adventurous and curious
U0454,4,1,0,1,1,Adventurous and curious
U0455,2,1,0,0,0,Adventurous and curious
U0456,1,1,0,0,0,Adventurous and curious
U0457,2,3,0,0,0,Creative Explorer
U0458,3,0,0,1,0,Adventurous and curious
U0459,1,0,0,0,0,Adventurous and curious
U0460,2,1,0,1,0,Adventurous and curious
U0461,1,0,0,0,0,Adventurous and curious
U0462,3,3,0,0,0,Adventurous and curious
U0463,1,0,0,0,0,Adventurous and curious
U0464,1,0,0,0,0,Adventurous and curious
U0465,7,6,0,0,0,Adventurous and curious
U0466,2,0,0,2,1,Adventurous and curious
U0467,1,1,0,0,0,Adventurous and curious
U0468,1,1,0,0,0,Adventurous and curious
U0469,1,1,0,0,0,Adventurous and curious
U0470,1,2,0,0,0,Creative Explorer
U0471,1,1,0,0,0,Adventurous and curious
U0472,9,8,0,0,0,Adventurous and curious
U0473,0,0,0,0,0,Adventurous and curious
U0474,2,1,0,1,1,Adventurous and curious
U0475,2,1,0,0,0,Adventurous and curious
U0476,2,1,0,0,0,Adventurous and curious
U0477,2,1,0,0,0,Adventurous and curious
U0478,2,1,0,0,0,Adventurous and curious
U0479,1,1,0,0,0,Adventurous and curious
U0480,1,1,1,0,0,Adventurous and curious
U0481,1,1,0,0,0,Adventurous and curious
U0482,2,3,2,0,0,"Influencer Type and sociability, energy from others"
U0483,2,2,0,0,0,Adventurous and curious
U0484,1,1,0,0,0,Adventurous and curious
U0485,1,1,0,0,0,Adventurous and curious
U0486,0,0,0,0,0,Adventurous and curious
U0487,1,1,0,0,0,Adventurous and curious
U0488,1,1,0,0,0,Adventurous and curious
U0489,1,1,0,0,0,Adventurous and curious
U0490,4,1,0,0,0,Adventurous and curious
U0491,1,2,0,0,0,Creative Explorer
U0492,1,1,0,0,0,Adventurous and curious
U0493,5,1,0,0,0,Adventurous and curious
U0494,0,1,0,0,0,Creative Explorer
U0495,1,1,0,1,1,Adventurous and curious
U0496,2,1,0,5,1,Highly Motivated
U0497,1,1,0,0,0,Adventurous and curious
U0498,1,1,0,0,0,Adventurous and curious
U0499,1,1,0,0,0,Adventurous and curious
U0500,1,3,0,0,0,Creative Explorer
U0501,1,1,0,0,0,Adventurous and curious
U0502,1,1,0,0,0,Adventurous and curious
U0503,1,1,0,0,0,Adventurous and curious
U0504,3,1,0,0,0,Adventurous and curious
U0505,3,0,0,0,0,Adventurous and curious
U0506,3,0,0,0,0,Adventurous and curious
U0507,4,1,0,0,0,Adventurous and curious
U0508,2,0,0,0,0,Adventurous and curious
U0509,3,0,0,0,0,Adventurous and curious
U0510,4,0,0,0,0,Adventurous and curious
U0511,0,0,0,0,0,Adventurous and curious
U0512,3,0,0,0,0,Adventurous and curious
U0513,7,5,0,0,0,Adventurous and curious
U0514,2,1,0,0,0,Adventurous and curious
U0515,4,0,0,0,0,Adventurous and curious
U0516,3,1,0,1,1,Adventurous and curious
U0517,3,2,0,0,0,Adventurous and curious
U0518,5,1,0,0,0,Adventurous and curious
U0519,3,1,0,0,0,Adventurous and curious
U0520,4,0,0,0,0,Adventurous and curious
U0521,3,0,0,0,0,Adventurous and curious
U0522,3,3,0,0,0,Adventurous and curious
U0523,5,2,0,0,0,Adventurous and curious
U0524,5,0,0,0,0,Adventurous and curious
U0525,3,0,0,0,0,Adventurous and curious
U0526,3,0,0,0,0,Adventurous and curious
U0527,4,2,0,0,0,Adventurous and curious
U0528,3,0,0,0,0,Adventurous and curious
U0529,4,2,0,0,0,Adventurous and curious
U0530,2,4,0,0,0,Creative Explorer
U0531,3,1,0,0,0,Adventurous and curious
U0532,2,1,1,0,0,Adventurous and curious
U0533,2,3,0,4,0,Highly Motivated
U0534,2,0,0,0,0,Adventurous and curious
U0535,3,4,0,0,0,Creative Explorer
U0536,1,3,0,0,0,Creative Explorer
U0537,3,0,0,0,0,Adventurous and curious
U0538,3,1,0,0,0,Adventurous and curious
U0539,3,2,0,0,0,Adventurous and curious
U0540,2,0,0,1,1,Adventurous and curious
U0541,4,2,0,0,0,Adventurous and curious
U0542,2,0,0,0,0,Adventurous and curious
U0543,1,4,0,0,0,Creative Explorer
U0544,4,3,0,1,0,Adventurous and curious
U0545,3,3,0,0,0,Adventurous and curious
U0546,2,0,0,0,0,Adventurous and curious
U0547,3,3,0,0,0,Adventurous and curious
U0548,2,1,0,1,0,Adventurous and curious
U0549,4,2,0,0,0,Adventurous and curious
U0550,1,0,0,0,0,Adventurous and curious
U0551,1,3,0,0,0,Creative Explorer
U0552,4,2,0,0,0,Adventurous and curious
U0553,5,1,0,0,0,Adventurous and curious
U0554,0,0,0,0,0,Adventurous and curious
U0555,2,3,0,0,0,Creative Explorer
U0556,1,0,0,0,0,Adventurous and curious
U0557,1,1,1,0,1,Adventurous and curious
U0558,2,6,0,0,0,Creative Explorer
U0559,1,0,0,0,0,Adventurous and curious
U0560,1,0,0,0,0,Adventurous and curious
U0561,1,1,0,0,0,Adventurous and curious
U0562,3,0,0,1,1,Adventurous and curious
U0563,4,0,0,1,1,Adventurous and curious
U0564,5,3,0,0,0,Adventurous and curious
U0565,3,2,0,2,0,Adventurous and curious
U0566,6,3,0,1,1,Adventurous and curious
U0567,1,0,0,0,0,Adventurous and curious
U0568,1,0,0,0,0,Adventurous and curious
U0569,3,5,0,0,0,Creative Explorer
U0570,1,0,0,0,0,Adventurous and curious
U0571,3,2,0,4,2,Highly Motivated
U0572,1,1,0,0,0,Adventurous and curious
U0573,3,2,0,0,0,Adventurous and curious
U0574,2,0,0,0,0,Adventurous and curious
U0575,1,0,0,0,0,Adventurous and curious
U0576,3,2,0,2,1,Adventurous and curious
U0577,1,0,0,0,0,Adventurous and curious
U0578,2,0,0,0,0,Adventurous and curious
U0579,2,1,0,0,0,Adventurous and curious
U0580,3,3,2,1,1,Adventurous and curious
U0581,1,0,0,0,0,Adventurous and curious
U0582,2,0,0,0,0,Adventurous and curious
U0583,3,1,0,0,0,Adventurous and curious
U0584,1,2,0,0,0,Creative Explorer
U0585,4,2,0,0,0,Adventurous and curious
U0586,2,0,0,2,2,Adventurous and curious
U0587,2,0,0,0,0,Adventurous and curious
U0588,4,0,0,0,0,Adventurous and curious
U0589,2,0,0,0,0,Adventurous and curious
U0590,0,0,0,0,0,Adventurous and curious
U0591,4,2,0,0,0,Adventurous and curious
U0592,6,1,0,0,0,Adventurous and curious
